event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-11-01 06:57:39 UTC,view,1307361,2053013558920217191,computers.notebook,lenovo,420.60,534524183,6c37192f-4ca1-4c09-a518-2cd2123cb929
2019-11-23 07:09:05 UTC,view,1004246,2053013555631882655,electronics.smartphone,apple,795.36,566978574,3d0f7a58-6d8b-419b-b375-89dda1373e45
2019-11-16 16:02:43 UTC,view,1307188,2053013558920217191,computers.notebook,hp,223.69,540012201,4165a666-35e6-4e6e-abde-5e915b5a96b6
2019-11-04 21:02:22 UTC,view,26300735,2053013563584283495,,,153.67,549777277,a01c1b24-4104-4631-b451-b1afbee32341
2019-11-17 10:28:27 UTC,view,15900033,2053013558190408249,,tefal,26.23,513201284,e0217045-b76e-4ec9-adea-c4c5e69cf6ff
2019-11-12 10:33:16 UTC,view,1801849,2053013554415534427,electronics.video.tv,samsung,622.92,513110067,d7cc0eee-b661-4eed-8b54-22ffe1875dd0
2019-11-09 09:02:29 UTC,view,12900111,2053013552737812719,stationery.cartrige,hp,14.47,516231857,aceff6c9-a3a6-4af0-b411-e54ba8a3e24e
2019-11-08 10:22:27 UTC,view,1005173,2053013555631882655,electronics.smartphone,samsung,643.23,562165190,eb35ae84-5a3a-4481-39a9-3646d3d20713
2019-11-04 08:54:44 UTC,view,3400127,2053013555178897795,,,0.00,512740308,767144da-a5f7-49c6-98ab-c648420490bc
2019-11-30 03:16:16 UTC,view,1005100,2053013555631882655,electronics.smartphone,samsung,131.79,517251870,8f5eeb25-8b69-4f2e-9694-99d4bd451ad4
2019-11-24 13:58:50 UTC,view,1307047,2053013558920217191,computers.notebook,hp,1171.99,542810084,6a6aa7b3-3433-42d6-8981-e6f4fd59ec5a
2019-11-13 07:13:40 UTC,view,1005021,2053013555631882655,electronics.smartphone,oppo,386.08,570872539,24db0397-88cf-499d-8ec2-60595dfe930a
2019-11-19 17:11:09 UTC,view,1004833,2053013555631882655,electronics.smartphone,samsung,168.70,529489923,3da63bb3-b9fd-444b-9f2d-02ea03172bc9
2019-11-17 08:04:23 UTC,view,3200145,2053013555321504139,appliances.kitchen.meat_grinder,,46.05,572091924,8b18f0e0-aec4-46d2-97d5-af26e7f8ff0d
2019-11-16 05:59:38 UTC,view,1005230,2053013555631882655,electronics.smartphone,apple,900.64,519418554,325d7c6f-5346-40e4-b1c9-d878b309b0cb
2019-11-26 09:25:54 UTC,view,9400029,2053013566067311601,,janome,358.13,514644327,4361e6c6-0da6-48ad-b1d4-5e8844b39543
2019-11-05 18:32:58 UTC,view,1005267,2053013555631882655,electronics.smartphone,huawei,334.37,549029080,29a4f371-38f3-4fa5-a1dd-8076d139aa32
2019-11-27 02:28:26 UTC,view,57100059,2152289023127715889,,klever,30.89,528276169,84cd69f5-a722-425d-b2c7-69f42128cc27
2019-11-17 09:47:59 UTC,view,15700000,2053013559733912211,,bts,424.46,572497167,888b0d4c-5bd2-47e4-9b3c-7226e614c2f5
2019-11-30 15:24:21 UTC,view,5100577,2053013553341792533,electronics.clocks,samsung,290.48,579704975,8fea35fc-7b25-4e3e-88db-a0c77aa84271
2019-11-20 07:47:28 UTC,view,28716826,2053013565228450757,apparel.shoes,rieker,106.31,573502727,a17d5b5d-1ed9-489a-b37e-ce9f01ec79dd
2019-11-07 10:04:44 UTC,view,56700010,2151564095713706619,,intex,27.03,535048859,90dbf790-032b-49d3-a697-3c2f3a157267
2019-11-11 09:35:58 UTC,view,28720831,2053013565782098913,apparel.shoes,,94.98,570062001,0ed5ff67-d8b4-44d2-9b9f-c42dc3907cb8
2019-11-16 09:30:02 UTC,view,25001574,2053013562149831447,furniture.universal.light,,56.60,512752956,34ca9d8c-2688-4664-a0db-3d649693d5f6
2019-11-08 10:40:57 UTC,view,1004739,2053013555631882655,electronics.smartphone,xiaomi,203.33,558007613,23cf7054-2169-40d0-8e2d-409e5cdbad52
2019-11-07 04:44:00 UTC,view,12702958,2053013553559896355,,cordiant,42.47,546461865,8e51f0d3-a05b-4577-b9e2-bedf6785a274
2019-11-28 17:22:34 UTC,view,5100503,2053013553375346967,,xiaomi,25.75,578381686,38b687c6-1a3a-4664-8287-0ec4972e0f4f
2019-11-29 16:06:59 UTC,view,2900806,2053013554776244595,appliances.kitchen.microwave,samsung,118.38,553291481,9ff11331-9f4d-425f-a15a-504789cbb84d
2019-11-25 18:45:50 UTC,view,3700755,2053013565983425517,appliances.environment.vacuum,samsung,102.94,548453681,a57ae867-a4c4-421f-948a-8cc9d11c81cf
2019-11-17 12:40:47 UTC,view,1005235,2053013555631882655,electronics.smartphone,oppo,437.54,519292215,bd1b931d-acfe-4ba9-8ab5-dff358845608
2019-11-14 20:02:49 UTC,view,3601522,2053013563810775923,appliances.kitchen.washer,lg,295.24,543988772,ac59b87f-e996-47f4-af6b-96021b4c1650
2019-11-19 16:00:21 UTC,view,1004730,2053013555631882655,electronics.smartphone,sony,385.60,515584723,1d047a79-d337-46c6-b3e0-aca32e345c1b
2019-11-26 05:44:07 UTC,view,1002524,2053013555631882655,electronics.smartphone,apple,532.83,533034760,b4ca14b8-0243-4b4e-9df7-99a46fd8907d
2019-11-18 14:01:30 UTC,view,100004588,2166064863317590601,,prestiz,14.16,548922843,5a2a46b5-4b88-4392-9659-ce00b436efc6
2019-11-16 13:42:09 UTC,view,17200920,2053013559792632471,furniture.living_room.sofa,,285.70,512529249,a2d51b37-7169-40a0-9f45-ca6463e15f19
2019-11-28 14:00:33 UTC,view,1005008,2053013555631882655,electronics.smartphone,xiaomi,93.95,573905206,96db3883-ce8d-4d50-9ca2-09a330759d2b
2019-11-05 23:33:33 UTC,view,16400212,2053013558249128509,,granhel,181.21,543627825,8c129d1a-88cc-48cf-87e6-a7874502b1d2
2019-11-27 15:39:12 UTC,view,12201719,2116907525176557699,sport.bicycle,torrent,145.45,577728090,73e9b787-d588-4113-ad0c-7bc7e84191c6
2019-11-15 02:29:31 UTC,view,1005124,2053013555631882655,electronics.smartphone,apple,1589.74,515260259,4163815c-f243-4243-be8e-cdc30b4adba1
2019-11-23 13:14:27 UTC,view,1700842,2053013553031414015,computers.peripherals.monitor,hp,78.81,521848795,4539341d-8f61-409d-8dbc-b55aa750c49c
2019-11-17 06:16:08 UTC,view,3200090,2053013555321504139,appliances.kitchen.meat_grinder,kenwood,175.01,560383197,8787d438-2ce2-4cfa-b272-e27ee805c10e
2019-11-10 15:02:10 UTC,view,4300077,2053013552385491165,,timberk,38.59,518388383,db69f75f-e61d-419f-83c2-357db7d5e28a
2019-11-16 16:05:56 UTC,cart,1003306,2053013555631882655,electronics.smartphone,apple,591.52,513551044,a8dd4604-3765-4575-9990-e487641f2a1a
2019-11-17 15:00:19 UTC,view,29100091,2053013565941482475,appliances.personal.massager,carhome,16.99,515892974,42578a72-8e4f-4b9f-95ea-f2140310030e
2019-11-26 03:22:23 UTC,view,16000776,2053013558223962683,,,40.16,571834509,0aae20a4-4adf-40fe-b696-5f4489cb373a
2019-11-11 12:14:50 UTC,view,1005263,2053013555631882655,electronics.smartphone,oppo,694.97,539478167,184e6b99-de66-417e-a917-5f7c19e0f609
2019-11-13 22:28:15 UTC,view,1005073,2053013555631882655,electronics.smartphone,samsung,1169.68,552443183,fc0fcb27-0fc0-475a-8355-74f3d0d6d917
2019-11-10 18:15:41 UTC,view,44300065,2100825583029060150,apparel.jeans,,50.45,513587230,c7710d45-5503-48e5-9444-7cf9a043ad6d
2019-11-18 07:25:20 UTC,view,3901098,2053013552326770905,appliances.environment.water_heater,ariston,131.35,522737164,510b82aa-d203-4921-8cbf-4cedc661d6d3
2019-11-15 15:09:12 UTC,view,1307279,2053013558920217191,computers.notebook,lenovo,397.93,571890176,c4fa2969-0cda-4eb3-9950-56a65cd7eb6b
2019-11-29 03:16:52 UTC,view,1802046,2053013554415534427,electronics.video.tv,lg,2058.97,517622495,88cc0f97-56bd-4f58-8ffc-84255633a4d0
2019-11-07 08:19:09 UTC,view,1005144,2053013555631882655,electronics.smartphone,apple,1628.07,519232312,95c5f140-85fe-450e-b9ae-98284578e00d
2019-11-10 14:56:57 UTC,view,1005186,2053013555631882655,electronics.smartphone,samsung,771.94,513209414,527a5649-f9aa-4606-94b5-88c12e0b7711
2019-11-01 14:31:51 UTC,view,1802026,2053013554415534427,electronics.video.tv,samsung,563.41,514441455,c3d46a7a-3c0c-44bd-b182-9bba28d57401
2019-11-11 18:02:21 UTC,view,1002525,2053013555631882655,electronics.smartphone,apple,720.44,570250735,3b816a9b-ce27-44c9-930f-fe68285f407b
2019-11-04 16:19:14 UTC,cart,1002633,2053013555631882655,electronics.smartphone,apple,358.03,567145750,83623b7e-23f2-486d-b705-f95e6425e661
2019-11-07 02:28:33 UTC,view,22700324,2053013556168753601,,bosch,20.77,539776225,0e1d4b51-6d78-463a-a82b-414616355775
2019-11-16 14:32:38 UTC,view,1005186,2053013555631882655,electronics.smartphone,samsung,720.46,549996832,a01cd5ec-3f6d-412a-be78-addfdf7c02f8
2019-11-17 07:59:37 UTC,view,1005105,2053013555631882655,electronics.smartphone,apple,1389.38,555677775,32252534-c76b-45d2-89b1-49018c951853
2019-11-16 04:45:41 UTC,view,4804056,2053013554658804075,electronics.audio.headphone,apple,159.33,514560987,fe023f0d-f7d9-47a9-9873-40f1fd56ef51
2019-11-10 04:14:56 UTC,view,1801908,2053013554415534427,electronics.video.tv,samsung,848.67,569548735,94e5f541-2d0b-4f06-8b95-9f36c2053b85
2019-11-16 19:29:51 UTC,view,22700081,2053013556168753601,,stels,117.12,571896176,dde846ca-2069-47ad-8166-9611bb51fcaf
2019-11-27 21:03:43 UTC,view,15901725,2053013558190408249,,granhel,42.47,576718135,a328a46d-bb97-4670-a97d-f8b685a4450f
2019-11-17 05:01:15 UTC,view,28717354,2053013565782098913,apparel.shoes,,61.01,518702029,8e89709f-9294-4c31-96e2-bce72887e7be
2019-11-17 07:58:23 UTC,view,3600661,2053013563810775923,appliances.kitchen.washer,samsung,308.86,572473332,0cc21bb5-af53-4630-8962-3da0e2244cfa
2019-11-24 10:26:11 UTC,view,1307003,2053013558920217191,computers.notebook,asus,900.90,571671543,18e73a4d-efc5-438c-bd79-b01e52d238d2
2019-11-17 15:29:24 UTC,view,2601423,2053013563970159485,,artel,138.74,531614139,873e4409-2382-405a-a38a-1ada972d6326
2019-11-04 23:47:43 UTC,view,1307306,2053013558920217191,computers.notebook,hp,1142.63,532503047,df1af9d6-0fac-4649-ad4c-0a9cb6afc9da
2019-11-01 11:31:11 UTC,view,1005115,2053013555631882655,electronics.smartphone,apple,945.04,564994130,c36f45a2-1bbc-4e33-933a-160d3af4c1a6
2019-11-16 07:28:04 UTC,view,1201292,2172371436436455782,electronics.tablet,apple,360.09,570048919,8a741bfb-7403-4d55-bb2b-8269c2c52cdd
2019-11-03 08:36:41 UTC,view,5300763,2053013563173241677,,vitek,12.61,565004614,4822c824-f2e2-4b8d-8461-7024d290fa83
2019-11-20 10:45:25 UTC,view,24400441,2053013563215184719,,kerasys,6.44,451246304,1ded6486-2768-4811-9599-1126d7aa76fd
2019-11-16 16:21:54 UTC,view,2401275,2053013563743667055,appliances.kitchen.hood,elica,175.58,572175538,9576489b-43eb-4660-875b-d05a0785af96
2019-11-04 13:15:30 UTC,view,7005059,2053013560346280633,kids.carriage,babytime,59.15,518727278,3e071422-14cb-46ce-8a28-f30605a89db1
2019-11-05 16:52:05 UTC,view,1004133,2053013555631882655,electronics.smartphone,xiaomi,136.14,565805545,74ef7db2-359f-40c3-afa5-5b879624abb0
2019-11-01 03:29:27 UTC,view,8902633,2053013553090134275,kids.toys,grow-with-me,35.77,546318949,608a3001-1758-4a4a-b182-030301df9a9c
2019-11-11 14:38:05 UTC,view,5200135,2053013553316626707,computers.ebooks,pocketbook,151.67,562036898,b6a73fd5-f193-472f-8e5f-b0d714b70d78
2019-11-29 14:47:15 UTC,view,1004743,2053013555631882655,electronics.smartphone,xiaomi,72.05,578405587,3cb9a61c-4ed1-44e0-bbd4-6126c79f7afa
2019-11-17 14:06:38 UTC,view,27701176,2053013560086233771,construction.tools.pump,,21.08,516274754,33eddf46-b48b-44f0-8c81-464fa8498f99
2019-11-13 21:47:36 UTC,view,1004650,2053013555631882655,electronics.smartphone,samsung,614.73,529965708,21ce64ec-ed59-4801-84e6-79ae4236beb2
2019-11-15 07:11:15 UTC,view,6000193,2053013560807654091,auto.accessories.alarm,starline,231.67,519087128,8736aff4-e8c8-4ae4-bb28-7303c72f73c4
2019-11-14 09:09:13 UTC,view,1004836,2053013555631882655,electronics.smartphone,samsung,226.25,547316295,4ec35b02-c64b-4891-9fb0-d5b5b4c0da6b
2019-11-21 09:18:07 UTC,view,15200016,2053013553484398879,,akom,66.93,512858804,59fd8e27-3a60-4240-b676-6bb64e12188e
2019-11-14 17:01:23 UTC,view,12703015,2053013553559896355,,cordiant,42.99,516506053,4a125a7d-04de-42e0-8801-ee4270ff67e8
2019-11-16 02:13:51 UTC,view,2501453,2053013564003713919,appliances.kitchen.oven,asel,96.60,525526219,1141035b-9c81-4de9-8408-18cb5ba98198
2019-11-14 21:30:42 UTC,view,5100757,2053013553375346967,,huawei,72.07,530282504,9577e263-c31a-4b7d-9d70-e2aac0c862ef
2019-11-19 06:46:15 UTC,view,1005112,2053013555631882655,electronics.smartphone,apple,939.26,570956924,50b70ab0-33d4-498e-86cd-207334e72741
2019-11-16 02:11:43 UTC,view,21407669,2053013561579406073,electronics.clocks,casio,135.14,512505615,5df43394-18e1-4b6b-b6de-0feb001cc893
2019-11-05 13:00:17 UTC,view,12300394,2053013556311359947,construction.tools.drill,,46.82,559817609,723fd62d-dbdf-4320-9c68-24cb76687a4f
2019-11-17 03:35:24 UTC,view,1480747,2053013561092866779,computers.desktop,pulser,779.92,564295868,70d0fb26-c686-4729-ab3e-44517605a128
2019-11-16 13:11:35 UTC,view,2501719,2053013564003713919,appliances.kitchen.oven,hansa,360.09,518363031,1bb4700c-46ef-4366-b58f-0821d31eea93
2019-11-17 15:06:01 UTC,view,18300428,2053013558945383017,accessories.bag,xiaomi,24.69,535158007,6e99d309-6458-42f2-adbb-7844c3dc182b
2019-11-25 14:42:18 UTC,view,1002540,2053013555631882655,electronics.smartphone,apple,500.66,576547071,0ed00ad7-53f5-46f5-8a16-1b0109aa7fc9
2019-11-10 14:08:55 UTC,view,1005073,2053013555631882655,electronics.smartphone,samsung,1185.53,559837979,6d4ef751-a809-4582-bfde-ec1215adf9e6
2019-11-08 10:28:42 UTC,view,1004794,2053013555631882655,electronics.smartphone,xiaomi,213.38,530015831,43579ef2-4a0b-491d-b323-c0399332261a
2019-11-20 10:06:58 UTC,view,1201247,2172371436436455782,electronics.tablet,prestigio,51.20,520209383,28d47633-33fb-4a6d-95ac-fbafb946a985
2019-11-10 16:39:30 UTC,view,43400035,2098563440799908223,,dremel,206.70,562099459,44bed3e4-e003-412f-a4a5-c38828966553
2019-11-20 17:39:13 UTC,view,12707674,2053013553559896355,,cordiant,48.65,548952558,4f4f354f-c678-47b0-8edf-afa8ee31e9ce
2019-11-23 11:16:48 UTC,view,1004246,2053013555631882655,electronics.smartphone,apple,795.36,568267780,af43421a-160b-4fb5-9a06-b6864b1b426f
2019-11-11 11:38:47 UTC,view,6801161,2053013554222596431,computers.components.hdd,samsung,288.27,516510613,ba9a7d09-b6e1-476e-9c43-4c90fb4ac7a0
2019-11-08 20:36:25 UTC,view,1801906,2053013554415534427,electronics.video.tv,tcl,256.37,549925722,b101871d-ce2d-4109-a206-eed9a0265601
2019-11-28 14:44:33 UTC,view,42300060,2095518921321874323,furniture.living_room.cabinet,,120.96,516567672,c8c2843e-ec42-4b9e-9253-b44b56b6b134
2019-11-16 23:54:31 UTC,view,2600581,2053013563970159485,,gefest,175.01,551549741,553e67f8-0fe5-4cdf-8eb4-6c2408fdaec0
2019-11-10 17:26:20 UTC,view,12706558,2053013553559896355,,tunga,34.49,555865410,e10ca84c-8195-4a47-87f8-25c52838bf86
2019-11-12 03:07:29 UTC,view,26300094,2053013563584283495,,lucente,562.69,512767020,62114c8a-f57b-4ef1-b5f2-af2c70102b7f
2019-11-02 18:49:24 UTC,view,1005008,2053013555631882655,electronics.smartphone,xiaomi,94.37,515865662,53d61e28-9997-4d46-a64a-1c4ebc495595
2019-11-15 19:18:13 UTC,view,51200040,2134905035589419799,,greys,66.15,533859185,5d4f2250-5932-48ac-8ab6-5b92753f3a18
2019-11-23 08:33:38 UTC,view,20700331,2172371122509578610,apparel.shoes,alpina,78.05,575326023,81d06eb4-1443-4748-a8c4-cbf870aba3a9
2019-11-23 11:53:31 UTC,view,5100338,2053013553341792533,electronics.clocks,apple,308.63,515538667,e2ff5511-9a66-483d-9713-a70e17d7c662
2019-11-20 05:00:09 UTC,view,23100033,2053013561638126333,,,308.18,571767255,8054baad-f985-4865-95c1-e59ed3eeffd3
2019-11-17 14:25:53 UTC,view,4700614,2053013560899928785,auto.accessories.videoregister,artway,128.70,547655624,5348281e-e097-4a12-9654-5f5605141009
2019-11-27 10:34:00 UTC,view,100012179,2053013558895051365,,biotherm,61.16,483642952,569fc915-fbfd-4730-ba05-d0df0ce8fb83
2019-11-28 16:58:32 UTC,view,16600261,2053013560287560373,,barty,200.52,512782078,8c0bfae3-28e8-4e99-81bc-18e98adc8e33
2019-11-16 03:37:03 UTC,view,44700024,2104564977229628393,,lux,56.63,514749544,08819582-bf45-488f-a14a-91c44b18a638
2019-11-29 14:47:06 UTC,view,12713435,2053013553559896355,,tunga,37.32,516895450,24807e05-c16f-41c4-ba63-533ea0c828ed
2019-11-30 07:01:19 UTC,view,28102145,2053013564918072245,,velvet-santiago,195.37,572503912,94886fa8-d571-4d41-acb0-0e7218ee9993
2019-11-09 18:36:30 UTC,view,2702471,2053013563911439225,appliances.kitchen.refrigerators,midea,146.70,551724203,838578a0-a792-4cc9-98c1-2febf4b4e5d5
2019-11-17 06:01:07 UTC,view,28715829,2116907519078040377,apparel.shoes,,62.81,528000659,1703bf1f-a55e-4a6c-92e7-b991901704bb
2019-11-17 16:13:47 UTC,view,1004768,2053013555631882655,electronics.smartphone,samsung,259.98,513716411,3007b920-2f7c-45ea-a4e8-7a3e1b5f99b5
2019-11-13 16:24:17 UTC,view,5100835,2053013553375346967,,xiaomi,47.31,514987131,b266efd2-3dfd-4ab1-90aa-f8a3754dff86
2019-11-10 04:27:34 UTC,view,54900013,2146660887203676486,apparel.costume,,51.48,550841354,cdf8e1d5-700d-467b-9ade-d8faba9f9bd6
2019-11-15 02:10:47 UTC,view,21407299,2053013561579406073,electronics.clocks,rado,2265.18,524907212,603b72ee-2f94-4f6c-b149-78d7df05537f
2019-11-27 09:52:08 UTC,view,1307188,2053013558920217191,computers.notebook,hp,229.07,577542517,892d1ad7-3af4-426d-be07-82d6b1446d80
2019-11-13 16:23:39 UTC,view,1801690,2053013554415534427,electronics.video.tv,samsung,381.72,546134010,a1407a46-885e-4c91-82b3-a808750820ce
2019-11-05 02:44:35 UTC,view,1005100,2053013555631882655,electronics.smartphone,samsung,138.92,527169222,35d08156-ecde-4c1d-af4f-26cc7990caad
2019-11-23 18:26:11 UTC,view,21404397,2053013561579406073,electronics.clocks,,24.91,517630531,5631b4f1-4090-4c81-8d48-5627887b9438
2019-11-20 12:17:35 UTC,view,3400032,2053013555178897795,,redmond,149.27,514564816,49f23d0b-da12-4cb1-acb4-0d962e59d30d
2019-11-04 15:52:35 UTC,view,1004856,2053013555631882655,electronics.smartphone,samsung,131.28,523894937,132c888e-75aa-4640-b90e-02665f1b3ca4
2019-11-19 09:22:34 UTC,view,1005203,2053013555631882655,electronics.smartphone,xiaomi,108.63,532471984,06046e69-9e0c-45ef-a6fd-87ac5733e584
2019-11-15 05:20:52 UTC,view,12706092,2053013553559896355,,nokian,77.74,524157638,12340b82-b39c-4c79-a172-3b869515f822
2019-11-17 15:28:48 UTC,cart,5200145,2053013553316626707,computers.ebooks,pocketbook,162.14,518884777,f17b4035-fb99-4719-8527-383cefc06817
2019-11-23 06:54:51 UTC,view,4500301,2053013563877884791,appliances.kitchen.hob,gefest,119.95,519864682,6977afb3-56ed-4bf1-9e34-bd0942da8b4e
2019-11-21 03:51:25 UTC,view,28715709,2053013565069067197,apparel.shoes.keds,puma,94.98,567529038,fad5eca2-6460-4fff-8930-490f7cb38867
2019-11-17 07:27:06 UTC,view,19200049,2053013556202308035,construction.tools.saw,eurolux,76.68,520774692,d3acbc2c-a1cd-4d7f-b41a-85be79e43266
2019-11-18 20:12:05 UTC,view,1005100,2053013555631882655,electronics.smartphone,samsung,136.12,555596010,7f127806-c30a-4b48-83c3-21893e4bfa65
2019-11-12 11:18:26 UTC,view,2701639,2053013563911439225,appliances.kitchen.refrigerators,indesit,251.80,570531493,b874e07d-52ca-4fcb-8ffc-10d7b8612af1
2019-11-18 12:24:27 UTC,view,5000575,2053013566100866035,appliances.sewing_machine,janome,109.14,555130492,5b0393ac-1d68-48b8-8386-cf0fdbda8f22
2019-11-23 16:02:22 UTC,view,10301505,2053013553115300101,,welly,5.40,516420855,255ef69b-7d74-467f-99c8-4ca25806e95f
2019-11-13 06:47:00 UTC,view,100006662,2053013563835941749,appliances.kitchen.refrigerators,midea,205.67,517653645,793fbd9c-26c8-4506-bcb4-518077c43a1c
2019-11-02 15:53:51 UTC,view,1004237,2053013555631882655,electronics.smartphone,apple,1079.41,555616098,e6b05d9d-3f08-4666-bab6-7e52afede8ad
2019-11-11 10:53:31 UTC,view,1003316,2053013555631882655,electronics.smartphone,apple,952.07,524750490,88f567cf-e12c-4fc6-9d48-90018c7d8753
2019-11-22 07:02:49 UTC,view,1004904,2053013555631882655,electronics.smartphone,huawei,106.75,574571916,c8b28d04-7540-4740-a19c-f88bf7e62015
2019-11-20 17:31:01 UTC,cart,1004833,2053013555631882655,electronics.smartphone,samsung,170.30,570173185,15979098-9831-449f-ace4-20fbb45e30fa
2019-11-24 14:55:46 UTC,view,19200119,2053013556202308035,construction.tools.saw,stihl,203.35,518615287,a49657fd-79e7-42eb-b2ce-9a09f02e9576
2019-11-26 16:39:01 UTC,view,1004235,2053013555631882655,electronics.smartphone,apple,1347.22,574315399,ac88d810-7a37-476c-a486-3c6c355a58f6
2019-11-04 13:26:19 UTC,view,28719040,2053013565782098913,apparel.shoes,baden,64.61,539400316,df754621-91a5-4803-acd6-22d289ab6c9f
2019-11-16 20:10:56 UTC,cart,5100343,2053013553341792533,electronics.clocks,apple,334.35,515678704,c7f8c4bd-8bbb-489d-acf2-fbfae9a9476b
2019-11-11 16:37:18 UTC,view,13500062,2053013557099889147,furniture.bedroom.bed,brw,48.39,521723528,8559157e-5d04-456d-96b1-edef9444ad0a
2019-11-17 13:24:47 UTC,view,28716830,2053013565228450757,apparel.shoes,rieker,106.31,549435599,4e7297b1-b5f7-4831-80d3-824c23491d0d
2019-11-22 02:45:08 UTC,view,1004243,2053013555631882655,electronics.smartphone,apple,797.45,562610752,cbb1e71f-dcef-4dc1-8b78-0daa51713839
